AFG,0,0,0,0,1996,271,37,25,2
AFG,0,0,0,0,2004,301,40,27,5
AFG,0,0,1,1,2008,302,42,27,3
AFG,0,0,1,1,2012,302,40,26,5
AFG,0,0,0,0,2016,306,42,28,3
AFG,0,0,0,0,2020,339,50,33,5
AFG,0,0,0,0,2024,329,48,32,7
AHO,0,0,0,0,1996,271,37,25,7
AHO,0,0,0,0,2000,300,40,27,8
AHO,0,0,0,0,2004,301,40,27,3
AHO,0,0,0,0,2008,302,42,27,4
AIN,1,3,1,5,2024,329,48,32,40
ALB,0,0,0,0,1996,271,37,25,9
ALB,0,0,0,0,2000,300,40,27,5
ALB,0,0,0,0,2004,301,40,27,7
ALB,0,0,0,0,2008,302,42,27,12
ALB,0,0,0,0,2012,302,40,26,10
ALB,0,0,0,0,2016,306,42,28,6
ALB,0,0,0,0,2020,339,50,33,10
ALB,0,0,2,2,2024,329,48,32,7
ALG,2,0,1,3,1996,271,37,25,44
ALG,1,1,3,5,2000,300,40,27,46
ALG,0,0,0,0,2004,301,40,27,71
ALG,0,1,1,2,2008,302,42,27,55
ALG,1,0,0,1,2012,302,40,26,38
ALG,0,2,0,2,2016,306,42,28,72
ALG,0,0,0,0,2020,339,50,33,45
ALG,2,0,1,3,2024,329,48,32,52
AND,0,0,0,0,1996,271,37,25,8
AND,0,0,0,0,2000,300,40,27,5
AND,0,0,0,0,2004,301,40,27,6
AND,0,0,0,0,2008,302,42,27,5
AND,0,0,0,0,2012,302,40,26,6
AND,0,0,0,0,2016,306,42,28,4
AND,0,0,0,0,2020,339,50,33,3
AND,0,0,0,0,2024,329,48,32,4
ANG,0,0,0,0,1996,271,37,25,30
ANG,0,0,0,0,2000,300,40,27,30
ANG,0,0,0,0,2004,301,40,27,30
ANG,0,0,0,0,2008,302,42,27,33
ANG,0,0,0,0,2012,302,40,26,35
ANG,0,0,0,0,2016,306,42,28,26
ANG,0,0,0,0,2020,339,50,33,20
ANG,0,0,0,0,2024,329,48,32,26
ANT,0,0,0,0,1996,271,37,25,19
ANT,0,0,0,0,2000,300,40,27,4
ANT,0,0,0,0,2004,301,40,27,5
ANT,0,0,0,0,2008,302,42,27,5
ANT,0,0,0,0,2012,302,40,26,4
ANT,0,0,0,0,2016,306,42,28,9
ANT,0,0,0,0,2020,339,50,33,6
ANT,0,0,0,0,2024,329,48,32,5
ARG,0,2,1,3,1996,271,37,25,201
ARG,0,2,2,4,2000,300,40,27,145
ARG,2,0,4,6,2004,301,40,27,130
ARG,2,0,4,6,2008,302,42,27,94
ARG,1,1,2,4,2012,302,40,26,129
ARG,3,1,0,4,2016,306,42,28,210
ARG,0,1,2,3,2020,339,50,33,165
ARG,1,1,1,3,2024,329,48,32,135
ARM,1,1,0,2,1996,271,37,25,36
ARM,0,0,1,1,2000,300,40,27,25
ARM,0,0,0,0,2004,301,40,27,19
ARM,0,0,6,6,2008,302,42,27,20
ARM,0,1,2,3,2012,302,40,26,28
ARM,1,3,0,4,2016,306,42,28,30
ARM,0,2,2,4,2020,339,50,33,15
ARM,0,3,1,4,2024,329,48,32,13
ARU,0,0,0,0,1996,271,37,25,3
ARU,0,0,0,0,2000,300,40,27,5
ARU,0,0,0,0,2004,301,40,27,4
ARU,0,0,0,0,2008,302,42,27,2
ARU,0,0,0,0,2012,302,40,26,4
ARU,0,0,0,0,2016,306,42,28,7
ARU,0,0,0,0,2020,339,50,33,4
ARU,0,0,0,0,2024,329,48,32,7
ASA,0,0,0,0,1996,271,37,25,7
ASA,0,0,0,0,2000,300,40,27,4
ASA,0,0,0,0,2004,301,40,27,3
ASA,0,0,0,0,2008,302,42,27,4
ASA,0,0,0,0,2012,302,40,26,4
ASA,0,0,0,0,2016,306,42,28,4
ASA,0,0,0,0,2020,339,50,33,6
ASA,0,0,0,0,2024,329,48,32,2
AUS,9,9,23,41,1996,271,37,25,418
AUS,16,25,17,58,2000,300,40,27,605
AUS,17,16,17,50,2004,301,40,27,444
AUS,14,15,17,46,2008,302,42,27,421
AUS,7,16,12,35,2012,302,40,26,400
AUS,8,11,10,29,2016,306,42,28,436
AUS,17,7,22,46,2020,339,50,33,507
AUS,18,18,16,52,2024,329,48,32,528
AUT,0,1,2,3,1996,271,37,25,89
AUT,2,1,0,3,2000,300,40,27,110
AUT,2,4,1,7,2004,301,40,27,84
AUT,0,1,2,3,2008,302,42,27,90
AUT,0,0,0,0,2012,302,40,26,90
AUT,0,0,1,1,2016,306,42,28,83
AUT,1,1,5,7,2020,339,50,33,96
AUT,2,0,3,5,2024,329,48,32,115
AZE,0,1,0,1,1996,271,37,25,23
AZE,2,0,1,3,2000,300,40,27,29
AZE,1,0,4,5,2004,301,40,27,32
AZE,1,2,4,7,2008,302,42,27,37
AZE,2,2,6,10,2012,302,40,26,49
AZE,1,7,10,18,2016,306,42,28,51
AZE,0,3,4,7,2020,339,50,33,48
AZE,2,2,3,7,2024,329,48,32,42
BAH,0,1,0,1,1996,271,37,25,31
BAH,2,0,1,3,2000,300,40,27,28
BAH,1,0,1,2,2004,301,40,27,26
BAH,0,1,1,2,2008,302,42,27,26
BAH,1,0,0,1,2012,302,40,26,25
BAH,1,0,1,2,2016,306,42,28,32
BAH,2,0,0,2,2020,339,50,33,20
BAH,0,0,0,0,2024,329,48,32,21
BAN,0,0,0,0,1996,271,37,25,4
BAN,0,0,0,0,2000,300,40,27,6
BAN,0,0,0,0,2004,301,40,27,4
BAN,0,0,0,0,2008,302,42,27,5
BAN,0,0,0,0,2012,302,40,26,7
BAN,0,0,0,0,2016,306,42,28,7
BAN,0,0,0,0,2020,339,50,33,8
BAN,0,0,0,0,2024,329,48,32,5
BAR,0,0,0,0,1996,271,37,25,22
BAR,0,0,1,1,2000,300,40,27,27
BAR,0,0,0,0,2004,301,40,27,15
BAR,0,0,0,0,2008,302,42,27,10
BAR,0,0,0,0,2012,302,40,26,8
