AFG,1936,Athletics,0,0,0,0,3
AFG,1936,Hockey,0,0,0,0,13
AFG,1948,Football,0,0,0,0,11
AFG,1948,Hockey,0,0,0,0,14
AFG,1956,Hockey,0,0,0,0,12
AFG,1960,Athletics,0,0,0,0,9
AFG,1960,Wrestling,0,0,0,0,7
AFG,1964,Wrestling,0,0,0,0,8
AFG,1968,Wrestling,0,0,0,0,5
AFG,1972,Wrestling,0,0,0,0,8
AFG,1980,Boxing,0,0,0,0,3
AFG,1980,Wrestling,0,0,0,0,8
AFG,1988,Wrestling,0,0,0,0,5
AFG,1996,Athletics,0,0,0,0,2
AFG,2004,Athletics,0,0,0,0,2
AFG,2004,Boxing,0,0,0,0,1
AFG,2004,Judo,0,0,0,0,1
AFG,2004,Wrestling,0,0,0,0,1
AFG,2008,Athletics,0,0,0,0,2
AFG,2008,Taekwondo,0,0,1,1,2
AFG,2012,Athletics,0,0,0,0,2
AFG,2012,Boxing,0,0,0,0,1
AFG,2012,Judo,0,0,0,0,1
AFG,2012,Taekwondo,0,0,1,1,2
AFG,2016,Athletics,0,0,0,0,2
AFG,2016,Judo,0,0,0,0,1
AFG,2020,Athletics,0,0,0,0,2
AFG,2020,Shooting,0,0,0,0,1
AFG,2020,Swimming,0,0,0,0,1
AFG,2020,Taekwondo,0,0,0,0,1
AFG,2024,Athletics,0,0,0,0,2
AFG,2024,Cycling Road,0,0,0,0,3
AFG,2024,Judo,0,0,0,0,1
AFG,2024,Swimming,0,0,0,0,1
AHO,1952,Football,0,0,0,0,11
AHO,1960,Weightlifting,0,0,0,0,5
AHO,1964,Fencing,0,0,0,0,1
AHO,1964,Weightlifting,0,0,0,0,3
AHO,1968,Fencing,0,0,0,0,3
AHO,1968,Weightlifting,0,0,0,0,2
AHO,1972,Shooting,0,0,0,0,1
AHO,1972,Weightlifting,0,0,0,0,1
AHO,1976,Athletics,0,0,0,0,2
AHO,1976,Judo,0,0,0,0,2
AHO,1984,Athletics,0,0,0,0,4
AHO,1984,Swimming,0,0,0,0,5
AHO,1984,Synchronized Swimming,0,0,0,0,4
AHO,1988,Sailing,0,1,0,1,1
AHO,1988,Shooting,0,0,0,0,1
AHO,1988,Swimming,0,0,0,0,2
AHO,1992,Athletics,0,0,0,0,1
AHO,1992,Sailing,0,0,0,0,2
AHO,1992,Shooting,0,0,0,0,1
AHO,1996,Athletics,0,0,0,0,1
AHO,1996,Judo,0,0,0,0,1
AHO,1996,Sailing,0,0,0,0,2
AHO,1996,Shooting,0,0,0,0,2
AHO,1996,Swimming,0,0,0,0,1
AHO,2000,Athletics,0,0,0,0,2
AHO,2000,Equestrianism,0,0,0,0,1
AHO,2000,Sailing,0,0,0,0,1
AHO,2000,Shooting,0,0,0,0,1
AHO,2000,Swimming,0,0,0,0,2
AHO,2000,Triathlon,0,0,0,0,1
AHO,2004,Athletics,0,0,0,0,2
AHO,2004,Equestrianism,0,0,0,0,1
AHO,2008,Athletics,0,0,0,0,2
AHO,2008,Shooting,0,0,0,0,1
AHO,2008,Swimming,0,0,0,0,1
AIN,2024,Canoe Sprint,0,0,0,0,6
AIN,2024,Cycling Road,0,0,0,0,7
AIN,2024,Rowing,0,1,0,1,2
AIN,2024,Shooting,0,0,0,0,2
AIN,2024,Swimming,0,0,0,0,7
AIN,2024,Taekwondo,0,0,0,0,1
AIN,2024,Tennis,0,1,0,1,13
AIN,2024,Trampoline Gymnastics,1,1,0,2,3
AIN,2024,Weightlifting,0,0,1,1,2
AIN,2024,Wrestling,0,0,0,0,2
ALB,1972,Shooting,0,0,0,0,4
ALB,1972,Weightlifting,0,0,0,0,1
ALB,1992,Athletics,0,0,0,0,1
ALB,1992,Shooting,0,0,0,0,2
ALB,1992,Swimming,0,0,0,0,3
ALB,1992,Weightlifting,0,0,0,0,3
ALB,1996,Athletics,0,0,0,0,2
ALB,1996,Cycling,0,0,0,0,1
ALB,1996,Shooting,0,0,0,0,4
ALB,1996,Weightlifting,0,0,0,0,1
ALB,1996,Wrestling,0,0,0,0,1
ALB,2000,Athletics,0,0,0,0,2
ALB,2000,Shooting,0,0,0,0,2
ALB,2000,Weightlifting,0,0,0,0,1
ALB,2004,Athletics,0,0,0,0,2
ALB,2004,Swimming,0,0,0,0,2
ALB,2004,Weightlifting,0,0,0,0,2
ALB,2004,Wrestling,0,0,0,0,1
ALB,2008,Athletics,0,0,0,0,2
ALB,2008,Judo,0,0,0,0,1
ALB,2008,Shooting,0,0,0,0,2
ALB,2008,Swimming,0,0,0,0,2
ALB,2008,Weightlifting,0,0,0,0,3
ALB,2008,Wrestling,0,0,0,0,2
ALB,2012,Athletics,0,0,0,0,1
ALB,2012,Judo,0,0,0,0,1
ALB,2012,Shooting,0,0,0,0,2
ALB,2012,Swimming,0,0,0,0,2
ALB,2012,Weightlifting,0,0,0,0,4
ALB,2016,Athletics,0,0,0,0,2
ALB,2016,Swimming,0,0,0,0,2
ALB,2016,Weightlifting,0,0,0,0,2
ALB,2020,Artistic Gymnastics,0,0,0,0,1
ALB,2020,Athletics,0,0,0,0,2
ALB,2020,Judo,0,0,0,0,1
ALB,2020,Shooting,0,0,0,0,2
ALB,2020,Swimming,0,0,0,0,2
ALB,2020,Weightlifting,0,0,0,0,2
ALB,2024,Athletics,0,0,0,0,2
ALB,2024,Shooting,0,0,0,0,2
ALB,2024,Swimming,0,0,0,0,2
ALB,2024,Wrestling,0,0,2,2,3
ALG,1964,Gymnastics,0,0,0,0,7
ALG,1968,Boxing,0,0,0,0,2
ALG,1968,Gymnastics,0,0,0,0,7
ALG,1972,Athletics,0,0,0,0,6
ALG,1972,Boxing,0,0,0,0,1
ALG,1980,Athletics,0,0,0,0,13
ALG,1980,Boxing,0,0,0,0,2
ALG,1980,Fencing,0,0,0,0,1
ALG,1980,Football,0,0,0,0,14
ALG,1980,Handball,0,0,0,0,14
ALG,1980,Judo,0,0,0,0,3
ALG,1980,Swimming,0,0,0,0,10
ALG,1980,Weightlifting,0,0,0,0,3
ALG,1980,Wrestling,0,0,0,0,3
ALG,1984,Athletics,0,0,0,0,9
ALG,1984,Boxing,0,0,2,2,7
ALG,1984,Handball,0,0,0,0,15
ALG,1984,Weightlifting,0,0,0,0,2
ALG,1988,Athletics,0,0,0,0,15
ALG,1988,Boxing,0,0,0,0,6
ALG,1988,Cycling,0,0,0,0,2
ALG,1988,Handball,0,0,0,0,14
ALG,1988,Judo,0,0,0,0,5
ALG,1988,Tennis,0,0,0,0,1
ALG,1988,Weightlifting,0,0,0,0,2
ALG,1992,Athletics,1,0,0,1,9
ALG,1992,Boxing,0,0,1,1,8
ALG,1992,Judo,0,0,0,0,3
ALG,1992,Swimming,0,0,0,0,2
ALG,1992,Volleyball,0,0,0,0,10
ALG,1992,Weightlifting,0,0,0,0,2
ALG,1992,Wrestling,0,0,0,0,2
ALG,1996,Athletics,1,0,0,1,8
ALG,1996,Boxing,1,0,1,2,6
ALG,1996,Fencing,0,0,0,0,2
ALG,1996,Handball,0,0,0,0,16
ALG,1996,Judo,0,0,0,0,6
ALG,1996,Rowing,0,0,0,0,1
ALG,1996,Swimming,0,0,0,0,3
ALG,1996,Weightlifting,0,0,0,0,3
ALG,1996,Wrestling,0,0,0,0,2
ALG,2000,Athletics,1,1,2,4,23
ALG,2000,Boxing,0,0,1,1,7
ALG,2000,Fencing,0,0,0,0,2
ALG,2000,Judo,0,0,0,0,7
ALG,2000,Rowing,0,0,0,0,2
ALG,2000,Swimming,0,0,0,0,4
ALG,2000,Table Tennis,0,0,0,0,2
ALG,2000,Trampolining,0,0,0,0,1
ALG,2000,Weightlifting,0,0,0,0,1
ALG,2000,Wrestling,0,0,0,0,2
ALG,2004,Athletics,0,0,0,0,21
ALG,2004,Boxing,0,0,0,0,7
ALG,2004,Fencing,0,0,0,0,10
ALG,2004,Judo,0,0,0,0,11
ALG,2004,Rowing,0,0,0,0,1
ALG,2004,Swimming,0,0,0,0,10
ALG,2004,Table Tennis,0,0,0,0,7
ALG,2004,Tennis,0,0,0,0,1
ALG,2004,Weightlifting,0,0,0,0,2
ALG,2004,Wrestling,0,0,0,0,1
ALG,2008,Athletics,0,0,0,0,12
ALG,2008,Badminton,0,0,0,0,1
ALG,2008,Boxing,0,0,0,0,7
ALG,2008,Cycling,0,0,0,0,1
ALG,2008,Fencing,0,0,0,0,2
ALG,2008,Judo,0,1,1,2,10
ALG,2008,Rowing,0,0,0,0,3
ALG,2008,Swimming,0,0,0,0,6
ALG,2008,Table Tennis,0,0,0,0,1
ALG,2008,Volleyball,0,0,0,0,10
ALG,2008,Weightlifting,0,0,0,0,1
ALG,2008,Wrestling,0,0,0,0,3
ALG,2012,Athletics,1,0,0,1,7
ALG,2012,Boxing,0,0,0,0,8
ALG,2012,Cycling,0,0,0,0,1
ALG,2012,Fencing,0,0,0,0,2
ALG,2012,Judo,0,0,0,0,2
ALG,2012,Rowing,0,0,0,0,1
ALG,2012,Shooting,0,0,0,0,1
ALG,2012,Swimming,0,0,0,0,1
ALG,2012,Taekwondo,0,0,0,0,1
ALG,2012,Volleyball,0,0,0,0,11
ALG,2012,Weightlifting,0,0,0,0,1
ALG,2012,Wrestling,0,0,0,0,3
ALG,2016,Athletics,0,2,0,2,16
ALG,2016,Boxing,0,0,0,0,8
ALG,2016,Cycling,0,0,0,0,2
ALG,2016,Fencing,0,0,0,0,2
ALG,2016,Football,0,0,0,0,18
ALG,2016,Gymnastics,0,0,0,0,10
ALG,2016,Judo,0,0,0,0,5
ALG,2016,Rowing,0,0,0,0,2
ALG,2016,Sailing,0,0,0,0,3
ALG,2016,Shooting,0,0,0,0,1
ALG,2016,Swimming,0,0,0,0,2
ALG,2016,Weightlifting,0,0,0,0,2
ALG,2016,Wrestling,0,0,0,0,3
ALG,2020,Athletics,0,0,0,0,5
ALG,2020,Boxing,0,0,0,0,8
ALG,2020,Canoe Sprint,0,0,0,0,2
ALG,2020,Cycling Road,0,0,0,0,3
ALG,2020,Fencing,0,0,0,0,4
ALG,2020,Judo,0,0,0,0,2
ALG,2020,Karate,0,0,0,0,1
ALG,2020,Marathon Swimming,0,0,0,0,1
ALG,2020,Rowing,0,0,0,0,2
ALG,2020,Sailing,0,0,0,0,2
ALG,2020,Shooting,0,0,0,0,1
ALG,2020,Swimming,0,0,0,0,4
ALG,2020,Table Tennis,0,0,0,0,1
ALG,2020,Weightlifting,0,0,0,0,1
ALG,2020,Wrestling,0,0,0,0,8
ALG,2024,Artistic Gymnastics,1,0,0,1,6
ALG,2024,Athletics,0,0,1,1,8
ALG,2024,Badminton,0,0,0,0,2
ALG,2024,Boxing,1,0,0,1,5
ALG,2024,Canoe Slalom,0,0,0,0,2
ALG,2024,Cycling Road,0,0,0,0,2
ALG,2024,Fencing,0,0,0,0,8
ALG,2024,Judo,0,0,0,0,3
ALG,2024,Rowing,0,0,0,0,2
ALG,2024,Sailing,0,0,0,0,1
ALG,2024,Shooting,0,0,0,0,3
ALG,2024,Swimming,0,0,0,0,2
ALG,2024,Table Tennis,0,0,0,0,2
ALG,2024,Weightlifting,0,0,0,0,1
ALG,2024,Wrestling,0,0,0,0,8
AND,1976,Boxing,0,0,0,0,1
AND,1976,Shooting,0,0,0,0,2
AND,1980,Shooting,0,0,0,0,2
AND,1984,Shooting,0,0,0,0,2
AND,1988,Athletics,0,0,0,0,2
AND,1988,Cycling,0,0,0,0,2
AND,1992,Athletics,0,0,0,0,1
AND,1992,Cycling,0,0,0,0,3
AND,1992,Judo,0,0,0,0,1
AND,1992,Sailing,0,0,0,0,2
AND,1992,Shooting,0,0,0,0,1
AND,1996,Athletics,0,0,0,0,1
AND,1996,Judo,0,0,0,0,1
AND,1996,Sailing,0,0,0,0,3
AND,1996,Shooting,0,0,0,0,1
AND,1996,Swimming,0,0,0,0,2
AND,2000,Athletics,0,0,0,0,2
AND,2000,Shooting,0,0,0,0,1
AND,2000,Swimming,0,0,0,0,2
AND,2004,Athletics,0,0,0,0,2
AND,2004,Judo,0,0,0,0,1
AND,2004,Shooting,0,0,0,0,1
AND,2004,Swimming,0,0,0,0,2
AND,2008,Athletics,0,0,0,0,2
AND,2008,Canoeing,0,0,0,0,1
AND,2008,Judo,0,0,0,0,1
AND,2008,Swimming,0,0,0,0,1
AND,2012,Athletics,0,0,0,0,2
AND,2012,Judo,0,0,0,0,1
AND,2012,Shooting,0,0,0,0,1
AND,2012,Swimming,0,0,0,0,2
AND,2016,Athletics,0,0,0,0,1
AND,2016,Judo,0,0,0,0,1
AND,2016,Shooting,0,0,0,0,1
AND,2016,Swimming,0,0,0,0,1
AND,2020,Athletics,0,0,0,0,1
AND,2020,Canoe Slalom,0,0,0,0,2
AND,2024,Athletics,0,0,0,0,1
AND,2024,Canoe Slalom,0,0,0,0,3
ANG,1980,Athletics,0,0,0,0,3
ANG,1980,Boxing,0,0,0,0,3
ANG,1980,Swimming,0,0,0,0,11
ANG,1988,Athletics,0,0,0,0,8
ANG,1988,Boxing,0,0,0,0,3
ANG,1988,Judo,0,0,0,0,7
ANG,1988,Swimming,0,0,0,0,15
ANG,1992,Athletics,0,0,0,0,7
ANG,1992,Basketball,0,0,0,0,12
ANG,1992,Boxing,0,0,0,0,1
ANG,1992,Judo,0,0,0,0,4
ANG,1992,Sailing,0,0,0,0,3
ANG,1992,Swimming,0,0,0,0,6
ANG,1996,Athletics,0,0,0,0,3
ANG,1996,Basketball,0,0,0,0,11
ANG,1996,Handball,0,0,0,0,13
ANG,1996,Shooting,0,0,0,0,1
ANG,1996,Swimming,0,0,0,0,2
ANG,2000,Athletics,0,0,0,0,2
ANG,2000,Basketball,0,0,0,0,12
ANG,2000,Handball,0,0,0,0,13
ANG,2000,Shooting,0,0,0,0,1
ANG,2000,Swimming,0,0,0,0,2
ANG,2004,Athletics,0,0,0,0,1
ANG,2004,Basketball,0,0,0,0,12
ANG,2004,Handball,0,0,0,0,15
ANG,2004,Judo,0,0,0,0,1
ANG,2004,Swimming,0,0,0,0,1
ANG,2008,Athletics,0,0,0,0,1
ANG,2008,Basketball,0,0,0,0,12
ANG,2008,Beach Volleyball,0,0,0,0,2
ANG,2008,Canoeing,0,0,0,0,2
ANG,2008,Handball,0,0,0,0,14
ANG,2008,Swimming,0,0,0,0,2
ANG,2012,Athletics,0,0,0,0,2
ANG,2012,Basketball,0,0,0,0,12
ANG,2012,Canoeing,0,0,0,0,4
ANG,2012,Handball,0,0,0,0,14
ANG,2012,Judo,0,0,0,0,1
ANG,2012,Swimming,0,0,0,0,2
ANG,2016,Athletics,0,0,0,0,2
ANG,2016,Handball,0,0,0,0,15
ANG,2016,Judo,0,0,0,0,1
ANG,2016,Rowing,0,0,0,0,2
ANG,2016,Sailing,0,0,0,0,3
ANG,2016,Shooting,0,0,0,0,1
ANG,2016,Swimming,0,0,0,0,2
ANG,2020,Athletics,0,0,0,0,1
ANG,2020,Handball,0,0,0,0,14
ANG,2020,Judo,0,0,0,0,1
ANG,2020,Sailing,0,0,0,0,2
ANG,2020,Swimming,0,0,0,0,2
ANG,2024,Athletics,0,0,0,0,1
ANG,2024,Canoe Sprint,0,0,0,0,3
ANG,2024,Handball,0,0,0,0,15
ANG,2024,Judo,0,0,0,0,1
ANG,2024,Rowing,0,0,0,0,1
ANG,2024,Sailing,0,0,0,0,3
ANG,2024,Swimming,0,0,0,0,2
ANT,1976,Athletics,0,0,0,0,14
ANT,1976,Cycling,0,0,0,0,3
ANT,1984,Athletics,0,0,0,0,22
ANT,1984,Cycling,0,0,0,0,4
ANT,1984,Sailing,0,0,0,0,1
ANT,1988,Athletics,0,0,0,0,19
ANT,1988,Boxing,0,0,0,0,2
ANT,1988,Cycling,0,0,0,0,3
ANT,1988,Sailing,0,0,0,0,1
ANT,1992,Athletics,0,0,0,0,7
ANT,1992,Cycling,0,0,0,0,6
ANT,1992,Sailing,0,0,0,0,5
ANT,1996,Athletics,0,0,0,0,14
ANT,1996,Canoeing,0,0,0,0,3
ANT,1996,Cycling,0,0,0,0,1
ANT,1996,Sailing,0,0,0,0,1
ANT,2000,Athletics,0,0,0,0,3
ANT,2000,Sailing,0,0,0,0,1
ANT,2004,Athletics,0,0,0,0,3
ANT,2004,Swimming,0,0,0,0,2
ANT,2008,Athletics,0,0,0,0,4
ANT,2008,Swimming,0,0,0,0,1
ANT,2012,Athletics,0,0,0,0,3
ANT,2012,Swimming,0,0,0,0,1
ANT,2016,Athletics,0,0,0,0,7
ANT,2016,Swimming,0,0,0,0,2
ANT,2020,Athletics,0,0,0,0,2
ANT,2020,Boxing,0,0,0,0,1
ANT,2020,Sailing,0,0,0,0,1
ANT,2020,Swimming,0,0,0,0,2
ANT,2024,Athletics,0,0,0,0,2
ANT,2024,Sailing,0,0,0,0,1
ANT,2024,Swimming,0,0,0,0,2
ANZ,1908,Athletics,0,0,1,1,15
ANZ,1908,Boxing,0,1,0,1,1
ANZ,1908,Diving,0,0,0,0,1
ANZ,1908,Rugby,1,0,0,1,1
ANZ,1908,Shooting,0,0,0,0,3
ANZ,1908,Swimming,0,1,1,2,13
ANZ,1912,Athletics,0,0,0,0,7
ANZ,1912,Rowing,0,0,0,0,10
ANZ,1912,Swimming,2,2,2,6,17
ANZ,1912,Tennis,0,0,1,1,1
ARG,1900,Fencing,0,0,0,0,1
ARG,1908,Figure Skating,0,0,0,0,1
ARG,1920,Boxing,0,0,0,0,1
ARG,1924,Athletics,0,1,0,1,16
ARG,1924,Boxing,0,2,2,4,10
ARG,1924,Cycling,0,0,0,0,14
ARG,1924,Fencing,0,0,0,0,24
ARG,1924,Polo,1,0,0,1,1
ARG,1924,Rowing,0,0,0,0,9
ARG,1924,Sailing,0,0,0,0,6
ARG,1924,Shooting,0,0,0,0,8
ARG,1924,Swimming,0,0,0,0,6
ARG,1924,Tennis,0,0,0,0,8
ARG,1924,Weightlifting,0,0,0,0,3
ARG,1928,Athletics,0,0,0,0,12
ARG,1928,Boxing,2,2,0,4,8
ARG,1928,Cycling,0,0,0,0,10
ARG,1928,Equestrianism,0,0,0,0,6
ARG,1928,Fencing,0,0,1,1,5
ARG,1928,Football,0,1,0,1,1
ARG,1928,Rowing,0,0,0,0,9
ARG,1928,Sailing,0,0,0,0,5
ARG,1928,Swimming,1,0,0,1,8
ARG,1928,Water Polo,0,0,0,0,7
ARG,1928,Weightlifting,0,0,0,0,3
ARG,1928,Wrestling,0,0,0,0,5
ARG,1932,Art Competitions,0,0,0,0,2
ARG,1932,Athletics,1,0,0,1,18
ARG,1932,Boxing,2,1,0,3,8
ARG,1932,Fencing,0,0,0,0,9
ARG,1932,Shooting,0,0,0,0,2
ARG,1932,Swimming,0,0,0,0,7
ARG,1932,Weightlifting,0,0,0,0,1
ARG,1936,Athletics,0,0,0,0,17
ARG,1936,Boxing,1,1,2,4,8
ARG,1936,Fencing,0,0,0,0,19
ARG,1936,Polo,1,0,0,1,1
ARG,1936,Rowing,0,0,1,1,2
ARG,1936,Sailing,0,0,0,0,11
ARG,1936,Shooting,0,0,0,0,5
ARG,1936,Swimming,0,1,0,1,1
ARG,1948,Athletics,1,1,0,2,38
ARG,1948,Basketball,0,0,0,0,14
ARG,1948,Boxing,2,0,1,3,8
ARG,1948,Cycling,0,0,0,0,16
ARG,1948,Equestrianism,0,0,0,0,18
ARG,1948,Fencing,0,0,0,0,28
ARG,1948,Gymnastics,0,0,0,0,55
ARG,1948,Hockey,0,0,0,0,12
ARG,1948,Modern Pentathlon,0,0,0,0,3
ARG,1948,Rowing,0,0,0,0,26
ARG,1948,Sailing,0,1,0,1,9
ARG,1948,Shooting,0,1,0,1,12
ARG,1948,Swimming,0,0,0,0,29
ARG,1948,Water Polo,0,0,0,0,7
ARG,1948,Weightlifting,0,0,0,0,8
ARG,1948,Wrestling,0,0,0,0,8
ARG,1952,Athletics,0,1,0,1,30
ARG,1952,Basketball,0,0,0,0,14
ARG,1952,Boxing,0,1,1,2,10
ARG,1952,Cycling,0,0,0,0,6
ARG,1952,Equestrianism,0,0,0,0,12
ARG,1952,Fencing,0,0,0,0,20
ARG,1952,Gymnastics,0,0,0,0,14
ARG,1952,Modern Pentathlon,0,0,0,0,6
ARG,1952,Rowing,1,0,0,1,8
ARG,1952,Sailing,0,0,0,0,14
ARG,1952,Shooting,0,0,0,0,7
ARG,1952,Swimming,0,0,0,0,13
ARG,1952,Water Polo,0,0,0,0,7
ARG,1952,Weightlifting,0,0,1,1,5
ARG,1952,Wrestling,0,0,0,0,7
ARG,1956,Athletics,0,0,0,0,2
ARG,1956,Boxing,0,0,1,1,10
ARG,1956,Equestrianism,0,0,0,0,13
ARG,1956,Fencing,0,0,0,0,2
ARG,1956,Modern Pentathlon,0,0,0,0,1
ARG,1956,Sailing,0,0,0,0,6
ARG,1956,Shooting,0,0,0,0,4
ARG,1956,Weightlifting,0,1,0,1,2
ARG,1956,Wrestling,0,0,0,0,4
ARG,1960,Athletics,0,0,0,0,4
ARG,1960,Boxing,0,0,1,1,10
ARG,1960,Cycling,0,0,0,0,9
ARG,1960,Diving,0,0,0,0,1
ARG,1960,Equestrianism,0,0,0,0,15
ARG,1960,Fencing,0,0,0,0,9
ARG,1960,Football,0,0,0,0,13
ARG,1960,Gymnastics,0,0,0,0,7
ARG,1960,Modern Pentathlon,0,0,0,0,6
ARG,1960,Rowing,0,0,0,0,9
ARG,1960,Sailing,0,1,0,1,7
ARG,1960,Shooting,0,0,0,0,9
ARG,1960,Swimming,0,0,0,0,4
ARG,1960,Water Polo,0,0,0,0,7
ARG,1960,Wrestling,0,0,0,0,4
ARG,1964,Athletics,0,0,0,0,12
ARG,1964,Boxing,0,0,0,0,10
ARG,1964,Cycling,0,0,0,0,14
