AFG,0,0,1,1,2008,302,42,27,4
AFG,0,0,1,1,2012,302,40,26,6
AIN,1,3,1,5,2024,329,48,32,45
ALB,0,0,2,2,2024,329,48,32,9
ALG,2,0,1,3,1996,271,37,25,47
ALG,1,1,3,5,2000,300,40,27,51
ALG,0,1,1,2,2008,302,42,27,57
ALG,1,0,0,1,2012,302,40,26,39
ALG,0,2,0,2,2016,306,42,28,74
ALG,2,0,1,3,2024,329,48,32,55
ARG,0,2,1,3,1996,271,37,25,204
ARG,0,2,2,4,2000,300,40,27,149
ARG,2,0,4,6,2004,301,40,27,136
ARG,2,0,4,6,2008,302,42,27,100
ARG,1,1,2,4,2012,302,40,26,133
ARG,3,1,0,4,2016,306,42,28,214
ARG,0,1,2,3,2020,339,50,33,168
ARG,1,1,1,3,2024,329,48,32,138
ARM,1,1,0,2,1996,271,37,25,38
ARM,0,0,1,1,2000,300,40,27,26
ARM,0,0,6,6,2008,302,42,27,26
ARM,0,1,2,3,2012,302,40,26,31
ARM,1,3,0,4,2016,306,42,28,34
ARM,0,2,2,4,2020,339,50,33,19
ARM,0,3,1,4,2024,329,48,32,17
AUS,9,9,23,41,1996,271,37,25,459
AUS,16,25,17,58,2000,300,40,27,663
AUS,17,16,17,50,2004,301,40,27,494
AUS,14,15,17,46,2008,302,42,27,467
AUS,7,16,12,35,2012,302,40,26,435
AUS,8,11,10,29,2016,306,42,28,465
AUS,17,7,22,46,2020,339,50,33,553
AUS,18,18,16,52,2024,329,48,32,580
AUT,0,1,2,3,1996,271,37,25,92
AUT,2,1,0,3,2000,300,40,27,113
AUT,2,4,1,7,2004,301,40,27,91
AUT,0,1,2,3,2008,302,42,27,93
AUT,0,0,1,1,2016,306,42,28,84
AUT,1,1,5,7,2020,339,50,33,103
AUT,2,0,3,5,2024,329,48,32,120
AZE,0,1,0,1,1996,271,37,25,24
AZE,2,0,1,3,2000,300,40,27,32
AZE,1,0,4,5,2004,301,40,27,37
AZE,1,2,4,7,2008,302,42,27,44
AZE,2,2,6,10,2012,302,40,26,59
AZE,1,7,10,18,2016,306,42,28,69
AZE,0,3,4,7,2020,339,50,33,55
AZE,2,2,3,7,2024,329,48,32,49
BAH,0,1,0,1,1996,271,37,25,32
BAH,2,0,1,3,2000,300,40,27,31
BAH,1,0,1,2,2004,301,40,27,28
BAH,0,1,1,2,2008,302,42,27,28
BAH,1,0,0,1,2012,302,40,26,26
BAH,1,0,1,2,2016,306,42,28,34
BAH,2,0,0,2,2020,339,50,33,22
BAR,0,0,1,1,2000,300,40,27,28
BDI,1,0,0,1,1996,271,37,25,7
BDI,0,1,0,1,2016,306,42,28,10
BEL,2,2,2,6,1996,271,37,25,81
BEL,0,2,3,5,2000,300,40,27,92
BEL,1,0,2,3,2004,301,40,27,70
BEL,1,1,0,2,2008,302,42,27,109
BEL,0,1,2,3,2012,302,40,26,142
BEL,2,2,2,6,2016,306,42,28,123
BEL,3,1,3,7,2020,339,50,33,165
BEL,3,1,5,9,2024,329,48,32,240
BER,1,0,0,1,2020,339,50,33,2
BLR,1,6,8,15,1996,271,37,25,251
BLR,3,3,11,17,2000,300,40,27,226
BLR,2,5,6,13,2004,301,40,27,190
BLR,4,5,9,18,2008,302,42,27,226
BLR,2,5,5,12,2012,302,40,26,174
BLR,1,4,4,9,2016,306,42,28,139
BLR,1,3,3,7,2020,339,50,33,134
BOT,0,1,0,1,2012,302,40,26,4
BOT,0,0,1,1,2020,339,50,33,11
BOT,1,1,0,2,2024,329,48,32,14
BRA,3,3,9,15,1996,271,37,25,203
BRA,0,6,6,12,2000,300,40,27,200
BRA,5,2,3,10,2004,301,40,27,288
BRA,3,4,9,16,2008,302,42,27,276
BRA,3,5,9,17,2012,302,40,26,264
BRA,7,6,6,19,2016,306,42,28,552
BRA,7,6,8,21,2020,339,50,33,382
BRA,3,7,10,20,2024,329,48,32,354
BRN,0,0,1,1,2012,302,40,26,14
BRN,1,1,0,2,2016,306,42,28,33
BRN,0,1,0,1,2020,339,50,33,33
BRN,2,1,1,4,2024,329,48,32,15
BUL,3,7,5,15,1996,271,37,25,175
BUL,5,6,2,13,2000,300,40,27,150
BUL,2,1,9,12,2004,301,40,27,114
BUL,1,1,3,5,2008,302,42,27,87
BUL,0,1,1,2,2012,302,40,26,75
BUL,0,1,2,3,2016,306,42,28,54
BUL,3,1,2,6,2020,339,50,33,52
BUL,3,1,3,7,2024,329,48,32,61
BUR,0,0,1,1,2020,339,50,33,8
CAN,3,11,8,22,1996,271,37,25,380
CAN,3,3,8,14,2000,300,40,27,405
