AFG,1936,Athletics,0,0,0,0,Hockey,0,0,0,0,NULL,0,0,0,0
AFG,1948,Football,0,0,0,0,Hockey,0,0,0,0,NULL,0,0,0,0
AFG,1956,Hockey,0,0,0,0,NULL,0,0,0,0,NULL,0,0,0,0
AFG,1960,Athletics,0,0,0,0,Wrestling,0,0,0,0,NULL,0,0,0,0
AFG,1964,Wrestling,0,0,0,0,NULL,0,0,0,0,NULL,0,0,0,0
AFG,1968,Wrestling,0,0,0,0,NULL,0,0,0,0,NULL,0,0,0,0
AFG,1972,Wrestling,0,0,0,0,NULL,0,0,0,0,NULL,0,0,0,0
AFG,1980,Boxing,0,0,0,0,Wrestling,0,0,0,0,NULL,0,0,0,0
AFG,1988,Wrestling,0,0,0,0,NULL,0,0,0,0,NULL,0,0,0,0
AFG,1996,Athletics,0,0,0,0,NULL,0,0,0,0,NULL,0,0,0,0
AFG,2004,Athletics,0,0,0,0,Boxing,0,0,0,0,Judo,0,0,0,0
AFG,2008,Taekwondo,0,0,1,1,Athletics,0,0,0,0,NULL,0,0,0,0
AFG,2012,Taekwondo,0,0,1,1,Athletics,0,0,0,0,Boxing,0,0,0,0
AFG,2016,Athletics,0,0,0,0,Judo,0,0,0,0,NULL,0,0,0,0
AFG,2020,Athletics,0,0,0,0,Shooting,0,0,0,0,Swimming,0,0,0,0
AFG,2024,Athletics,0,0,0,0,Cycling Road,0,0,0,0,Judo,0,0,0,0
AHO,1952,Football,0,0,0,0,NULL,0,0,0,0,NULL,0,0,0,0
AHO,1960,Weightlifting,0,0,0,0,NULL,0,0,0,0,NULL,0,0,0,0
AHO,1964,Fencing,0,0,0,0,Weightlifting,0,0,0,0,NULL,0,0,0,0
AHO,1968,Fencing,0,0,0,0,Weightlifting,0,0,0,0,NULL,0,0,0,0
AHO,1972,Shooting,0,0,0,0,Weightlifting,0,0,0,0,NULL,0,0,0,0
AHO,1976,Athletics,0,0,0,0,Judo,0,0,0,0,NULL,0,0,0,0
AHO,1984,Athletics,0,0,0,0,Swimming,0,0,0,0,Synchronized Swimming,0,0,0,0
AHO,1988,Sailing,0,1,0,1,Shooting,0,0,0,0,Swimming,0,0,0,0
AHO,1992,Athletics,0,0,0,0,Sailing,0,0,0,0,Shooting,0,0,0,0
AHO,1996,Athletics,0,0,0,0,Judo,0,0,0,0,Sailing,0,0,0,0
AHO,2000,Athletics,0,0,0,0,Equestrianism,0,0,0,0,Sailing,0,0,0,0
AHO,2004,Athletics,0,0,0,0,Equestrianism,0,0,0,0,NULL,0,0,0,0
AHO,2008,Athletics,0,0,0,0,Shooting,0,0,0,0,Swimming,0,0,0,0
AIN,2024,Trampoline Gymnastics,1,1,0,2,Rowing,0,1,0,1,Tennis,0,1,0,1
ALB,1972,Shooting,0,0,0,0,Weightlifting,0,0,0,0,NULL,0,0,0,0
ALB,1992,Athletics,0,0,0,0,Shooting,0,0,0,0,Swimming,0,0,0,0
ALB,1996,Athletics,0,0,0,0,Cycling,0,0,0,0,Shooting,0,0,0,0
ALB,2000,Athletics,0,0,0,0,Shooting,0,0,0,0,Weightlifting,0,0,0,0
ALB,2004,Athletics,0,0,0,0,Swimming,0,0,0,0,Weightlifting,0,0,0,0
ALB,2008,Athletics,0,0,0,0,Judo,0,0,0,0,Shooting,0,0,0,0
ALB,2012,Athletics,0,0,0,0,Judo,0,0,0,0,Shooting,0,0,0,0
ALB,2016,Athletics,0,0,0,0,Swimming,0,0,0,0,Weightlifting,0,0,0,0
ALB,2020,Artistic Gymnastics,0,0,0,0,Athletics,0,0,0,0,Judo,0,0,0,0
ALB,2024,Wrestling,0,0,2,2,Athletics,0,0,0,0,Shooting,0,0,0,0
ALG,1964,Gymnastics,0,0,0,0,NULL,0,0,0,0,NULL,0,0,0,0
ALG,1968,Boxing,0,0,0,0,Gymnastics,0,0,0,0,NULL,0,0,0,0
ALG,1972,Athletics,0,0,0,0,Boxing,0,0,0,0,NULL,0,0,0,0
ALG,1980,Athletics,0,0,0,0,Boxing,0,0,0,0,Fencing,0,0,0,0
ALG,1984,Boxing,0,0,2,2,Athletics,0,0,0,0,Handball,0,0,0,0
ALG,1988,Athletics,0,0,0,0,Boxing,0,0,0,0,Cycling,0,0,0,0
ALG,1992,Athletics,1,0,0,1,Boxing,0,0,1,1,Judo,0,0,0,0
ALG,1996,Boxing,1,0,1,2,Athletics,1,0,0,1,Fencing,0,0,0,0
ALG,2000,Athletics,1,1,2,4,Boxing,0,0,1,1,Fencing,0,0,0,0
ALG,2004,Athletics,0,0,0,0,Boxing,0,0,0,0,Fencing,0,0,0,0
ALG,2008,Judo,0,1,1,2,Athletics,0,0,0,0,Badminton,0,0,0,0
ALG,2012,Athletics,1,0,0,1,Boxing,0,0,0,0,Cycling,0,0,0,0
ALG,2016,Athletics,0,2,0,2,Boxing,0,0,0,0,Cycling,0,0,0,0
ALG,2020,Athletics,0,0,0,0,Boxing,0,0,0,0,Canoe Sprint,0,0,0,0
ALG,2024,Artistic Gymnastics,1,0,0,1,Boxing,1,0,0,1,Athletics,0,0,1,1
AND,1976,Boxing,0,0,0,0,Shooting,0,0,0,0,NULL,0,0,0,0
AND,1980,Shooting,0,0,0,0,NULL,0,0,0,0,NULL,0,0,0,0
AND,1984,Shooting,0,0,0,0,NULL,0,0,0,0,NULL,0,0,0,0
AND,1988,Athletics,0,0,0,0,Cycling,0,0,0,0,NULL,0,0,0,0
AND,1992,Athletics,0,0,0,0,Cycling,0,0,0,0,Judo,0,0,0,0
AND,1996,Athletics,0,0,0,0,Judo,0,0,0,0,Sailing,0,0,0,0
AND,2000,Athletics,0,0,0,0,Shooting,0,0,0,0,Swimming,0,0,0,0
AND,2004,Athletics,0,0,0,0,Judo,0,0,0,0,Shooting,0,0,0,0
AND,2008,Athletics,0,0,0,0,Canoeing,0,0,0,0,Judo,0,0,0,0
AND,2012,Athletics,0,0,0,0,Judo,0,0,0,0,Shooting,0,0,0,0
AND,2016,Athletics,0,0,0,0,Judo,0,0,0,0,Shooting,0,0,0,0
AND,2020,Athletics,0,0,0,0,Canoe Slalom,0,0,0,0,NULL,0,0,0,0
AND,2024,Athletics,0,0,0,0,Canoe Slalom,0,0,0,0,NULL,0,0,0,0
ANG,1980,Athletics,0,0,0,0,Boxing,0,0,0,0,Swimming,0,0,0,0
ANG,1988,Athletics,0,0,0,0,Boxing,0,0,0,0,Judo,0,0,0,0
ANG,1992,Athletics,0,0,0,0,Basketball,0,0,0,0,Boxing,0,0,0,0
ANG,1996,Athletics,0,0,0,0,Basketball,0,0,0,0,Handball,0,0,0,0
ANG,2000,Athletics,0,0,0,0,Basketball,0,0,0,0,Handball,0,0,0,0
ANG,2004,Athletics,0,0,0,0,Basketball,0,0,0,0,Handball,0,0,0,0
ANG,2008,Athletics,0,0,0,0,Basketball,0,0,0,0,Beach Volleyball,0,0,0,0
